,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,SYN Flag Count,URG Flag Count,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Bwd Packet Length Std,-0.07350450312620932,0.11291462464142,-0.15577076644507035,-0.030992890684184995,0.960873721701917,-0.10832437687361578,-0.15547483630118056,-0.23774018687728468,0.9870818119752514,0.9984188323484887,1.0,-0.024897363944245948,-0.03492809360819596,-0.06790986223776403,-0.0713393128478195,-0.07094721879496163,-0.038205130518104154,-0.07324025289151904,-0.0836275943224365,-0.06725259084554125,-0.07114139194021152,-0.11292232913751832,-0.022700722627493165,-0.04144445702586195,-0.005103483565251963,-0.01882763291550732,-0.11417615029106,-0.008525114357011273,0.6148626556736685,-0.18625225719006214,-0.0341205923165088,-0.03570356865262365,0.01970288710948424,0.05539395415402065,0.05432865921338804,-0.017579940267853724,-0.008525114357011273,-0.06842283763313,0.06447660479870405,-0.15547483630118056,0.9984188323484888,0.11291462464142,-0.030992890684184995,-0.15577076644507032,0.960873721701917,0.20105404231780646,0.47447570349222895,0.3579229147473141,0.013553100104704402,-0.05852641012466836,-0.039928978443079924,-0.05169522869184981,-0.05745668466157157,-0.07091161719965032,-0.015848293214544566,-0.06868020771593478,-0.07170317824380354
Flow Bytes/s,-0.02367213227772194,0.024759183518513226,0.08243474564753966,0.28131692308884104,0.01088320425364388,0.26303458602432217,0.2637603961259184,0.23467130231896047,-0.023901420237463326,-0.018213720643893896,-0.024897363944245948,1.0,0.9483699761576329,-0.024416021951549793,-0.02468235728180592,-0.023479305169391364,-0.012003507426646404,-0.023286683860054325,-0.029398389162690462,-0.022620367023142657,-0.022805610650147794,-0.03532840751540315,-0.011867569538097924,-0.01938301574727512,-0.0068701230301104295,-0.010080923985618379,-0.037363765763499174,0.015248563289074752,0.1115501289146199,0.08015749116088171,0.9459045756348095,0.9499433226259896,0.2635295972117943,0.2520009934513815,0.25424487430089165,0.27557871282300966,0.015248563289074752,0.29030961863693966,0.24868122931006456,0.2637603961259184,-0.018213720643893896,0.02475918351851322,0.28131692308884104,0.08243474564753968,0.010883204253643888,-0.07423376429538124,0.06171489393380991,0.21805274429433366,0.004104645175083014,-0.019699735720075547,-0.013364635700224416,-0.01762989075007298,-0.019568071698634004,-0.023177311769301354,-0.004960196665033351,-0.02241297019926233,-0.023475128717270023
Flow Packets/s,-0.0030482462449901745,-0.020005046507342812,-0.014371663760451906,-0.0025403466110750423,-0.061368887141816375,-0.020167957002185762,-0.023867085197043413,-0.04295351966302141,-0.05170282245784483,-0.025132450597167892,-0.03492809360819596,0.9483699761576329,1.0,-0.0033189145437084785,-0.003315155200039411,-0.003114561136842038,0.00081596017085572,-0.0029534714788598377,-0.0037528692158837673,-0.0029039564574960992,-0.002921915753751929,-0.004397971899924148,-0.002121669587105092,-0.0030343085229457374,-0.0015134672190458471,-0.0020518450130191618,-0.004691134678230708,0.0026711210201775574,-0.061009964117620656,-0.01838609848022635,0.9995290061024704,0.9995279172692946,-0.020830524236600766,-0.03635889528622549,-0.03928726109699245,-0.001386765900447235,0.0026711210201775574,0.3209152948995823,-0.03924564941444594,-0.023867085197043413,-0.025132450597167892,-0.020005046507342812,-0.0025403466110750423,-0.014371663760451903,-0.06136888714181639,-0.15564375744154504,0.07749349475226065,-0.03630106550765122,7.737627746631473e-05,-0.0024812586650261015,-0.0016833493447372993,-0.002220571263424182,-0.0024646701063102206,-0.002919358755835014,-0.0006249101225114671,-0.0028231046910620595,-0.0029568479411516647
Flow IAT Mean,0.7992333885956638,0.5104390185871189,-0.05253398371445409,-0.006005289125957792,-0.12451799436215731,-0.04278376918782416,-0.05308173586694343,-0.08957697461329193,-0.10613142116300193,-0.055709995905387416,-0.06790986223776403,-0.024416021951549793,-0.0033189145437084785,1.0,0.9486335213244421,0.835656472194659,0.02125320410965477,0.7732836483716027,0.9145153598446536,0.8751172822030808,0.7792594885770954,0.09720965645275888,0.3576886549667483,0.39213147687159045,0.3743914794855621,0.3853390049612109,0.10252028125883023,-0.000246601757354102,-0.12791484387205898,-0.05928731837190457,-0.003124440311119444,-0.003510481565225795,-0.04407380341067441,-0.08097853451054082,-0.07975914784009973,-0.0034755430988877905,-0.000246601757354102,-0.0018688465501519337,-0.09037483078862671,-0.05308173586694343,-0.05570999590538743,0.5104390185871189,-0.006005289125957792,-0.05253398371445409,-0.12451799436215731,-0.29565611545138815,-0.010616536743279635,-0.0689359242979552,-0.5641785017824449,0.6001764516121106,0.40775543215385956,0.5396581302303282,0.5973412184291562,0.8415957939864704,0.30868723845173995,0.8334267430274732,0.8304701369907062
Flow IAT Std,0.9219931553977255,0.6810597282039282,-0.05975737695168611,-0.005894878188347872,-0.13257669109390433,-0.044397987372392846,-0.054901069766651836,-0.0931401856766762,-0.11241043993752187,-0.059169321348965236,-0.0713393128478195,-0.02468235728180592,-0.003315155200039411,0.9486335213244421,1.0,0.9608824245174665,0.013174256638660866,0.901316662156352,0.8704155297190566,0.9507522924963505,0.9187816663636158,0.04374399338121028,0.2691914490558412,0.3049016961882007,0.30867910584367547,0.3122684860313944,0.046063535881873514,-0.0002378438335866285,-0.1602196530116836,-0.06742038152358903,-0.003122097667791544,-0.003505307431867741,-0.0458113117330307,-0.08445172925495574,-0.08318610822256227,-0.0032560597109006933,-0.0002378438335866285,-0.0019403112514479847,-0.09428838986342918,-0.05490106976665183,-0.059169321348965236,0.6810597282039282,-0.005894878188347873,-0.05975737695168613,-0.1325766910939043,-0.355195944916338,-0.017785135655621585,-0.07217548616290693,-0.702055936807159,0.7294978062147588,0.4901537552945623,0.647663316406171,0.7255656745981774,0.96538105023997,0.38028488678913813,0.9599926034571565,0.9480607702403642
Flow IAT Max,0.9475322932684265,0.773104537658617,-0.060742103502643564,-0.005097031048524061,-0.13237367458743654,-0.04331708243540556,-0.05360473258542063,-0.09163290521412547,-0.11208306679653468,-0.05911595449440137,-0.07094721879496163,-0.023479305169391364,-0.003114561136842038,0.835656472194659,0.9608824245174665,1.0,0.011025996542412157,0.935606531693455,0.7902535025748111,0.9466628103340847,0.9808185050208091,0.019630628257804515,0.16615991135858904,0.18912083222525797,0.1950866690821717,0.19623020074103606,0.020560311659926018,-0.00021449829136002135,-0.16932867810961802,-0.06859045647986708,-0.0029226816439607314,-0.0033037232543264494,-0.04472050389730717,-0.08312395913263451,-0.08184578855745993,-0.002502117179965096,-0.00021449829136002135,-0.0017175457485297154,-0.09289756722424573,-0.05360473258542064,-0.05911595449440137,0.773104537658617,-0.005097031048524061,-0.060742103502643564,-0.1323736745874365,-0.3710334365699264,-0.020114890147222154,-0.07155841343520859,-0.7407379777906964,0.773068681079531,0.5087818911589401,0.6796198587801603,0.7743594345273312,0.9895801740519307,0.4924766845529545,0.9997142936872603,0.9541470959248022
Flow IAT Min,0.010674352127611978,-0.0042137141868477165,-0.03094740365671077,-0.0035624432191161707,-0.07080305999079263,-0.02407349056608195,-0.029552362575289814,-0.04985537051125611,-0.06030084604907939,-0.031328327964237686,-0.038205130518104154,-0.012003507426646404,0.00081596017085572,0.02125320410965477,0.013174256638660866,0.011025996542412157,1.0,0.010762736250103244,0.027807391549615545,0.012271658913652674,0.01137206528054974,0.05889475037034887,0.006250496266979704,0.012329488192267255,-0.0008333377626059286,0.003874797308221852,0.04031723721506601,2.5988508711912234e-05,-0.03730481238942325,-0.03496249052483572,0.003176576326948904,-0.001548152336059277,-0.024829921577724807,-0.0451998041521017,-0.04463641529884084,-0.002135653508860084,2.5988508711912234e-05,0.03163082561533533,-0.05038315011733379,-0.029552362575289818,-0.031328327964237686,-0.004213714186847717,-0.003562443219116171,-0.030947403656710767,-0.07080305999079263,-0.15840818808018003,-0.007626803455687375,-0.039120218883676304,0.022397366832805028,0.007487183384652815,0.004526312918015481,0.0064346879083930384,0.007616385108739594,0.010135983066525571,0.0017561650618734272,0.009739008082834011,0.010335842493685505
Fwd IAT Total,0.9970838541315139,0.8490160444468118,-0.06358061832927953,-0.005847687704952298,-0.1371930308953925,-0.045681149092056526,-0.056524225734587666,-0.09608495294283656,-0.11585609110147886,-0.061106051445980906,-0.07324025289151904,-0.023286683860054325,-0.0029534714788598377,0.7732836483716027,0.901316662156352,0.935606531693455,0.010762736250103244,1.0,0.8020530807137881,0.9471847124857259,0.9539272773885363,0.01515055860098084,0.039059000921378054,0.019480383827471557,0.005098817238955403,0.00838449625373795,0.01582344154651633,-0.00018163909596349782,-0.17663020573537055,-0.07153553131573348,-0.002744990842410673,-0.0031594059209931642,-0.04706114717433241,-0.08724870016754392,-0.08578190584682602,-0.0031290799724522185,-0.00018163909596349782,-0.001458651970093687,-0.09744281500789495,-0.05652422573458766,-0.061106051445980906,0.8490160444468118,-0.005847687704952298,-0.06358061832927954,-0.13719303089539248,-0.38693120475205717,-0.021073920805431235,-0.07555770386829999,-0.778134879312051,0.8240420738475146,0.5862623265865649,0.744698814482022,0.8010324287246421,0.9561548990710136,0.2749264225898034,0.9354650426267509,0.9562350742403198
Fwd IAT Mean,0.8004985254700041,0.5259215650872392,-0.05735138212402028,-0.007220276674240625,-0.15329719950721718,-0.055460469526864634,-0.06949389947114522,-0.11754662256209963,-0.1315158862394637,-0.0661874035693571,-0.0836275943224365,-0.029398389162690462,-0.0037528692158837673,0.9145153598446536,0.8704155297190566,0.7902535025748111,0.027807391549615545,0.8020530807137881,1.0,0.904003357371932,0.8059056669998423,0.25402241760625666,0.17512138037288835,0.1390520226181183,0.022617004233714363,0.057966469504180544,0.25875879280451825,-0.0002396495848852049,-0.11024249639816579,-0.06567956931957095,-0.003471490946731621,-0.004031031149971213,-0.05640169497225009,-0.1041493911089754,-0.10268316195929889,-0.0038926261536312875,-0.0002396495848852049,-0.001947412636238521,-0.11634009042785734,-0.06949389947114522,-0.06618740356935708,0.5259215650872392,-0.0072202766742406254,-0.05735138212402026,-0.15329719950721715,-0.29371464591493385,-0.005898324992243747,-0.08525403986371677,-0.4985224339667734,0.6531784261259932,0.44611083723120865,0.5959070272746592,0.6543876178624053,0.7876834939965717,0.31663258018979784,0.784356911616597,0.7723883206222029
Fwd IAT Std,0.944455022265403,0.7170928921326125,-0.061643183806557436,-0.0051758896449514485,-0.12870007941227007,-0.04336860880992796,-0.05394677469475197,-0.09200898694820897,-0.10799152777823691,-0.05598871647180238,-0.06725259084554125,-0.022620367023142657,-0.0029039564574960992,0.8751172822030808,0.9507522924963505,0.9466628103340847,0.012271658913652674,0.9471847124857259,0.904003357371932,1.0,0.9651902562836995,-0.0015003115004129889,0.03505381876827583,0.015393194125737256,0.005153676504215388,0.006986828006997822,0.003996642761536923,-0.00018300212974304805,-0.16952381132092945,-0.06916299019821377,-0.0026941341488617245,-0.003111280845295963,-0.044431472081919755,-0.08266843222423698,-0.08132358457712349,-0.002555034955623231,-0.00018300212974304805,-0.0014687808849892475,-0.09239946502289921,-0.05394677469475197,-0.05598871647180238,0.7170928921326125,-0.0051758896449514485,-0.061643183806557436,-0.12870007941227007,-0.37459716116374153,-0.01478709433296056,-0.06804931239531224,-0.7614734919592592,0.7643820800626957,0.5164121622697021,0.6799544449998044,0.7588301214667157,0.9479016116808135,0.3997673441110988,0.9467164487528565,0.9262619588595189
Fwd IAT Max,0.9509805842575244,0.7885357013738937,-0.06213918739855406,-0.005014660672301611,-0.13407307621080697,-0.04430290679833868,-0.05492177821759544,-0.0940472947153981,-0.1132826783723296,-0.059011428397172425,-0.07114139194021152,-0.022805610650147794,-0.002921915753751929,0.7792594885770954,0.9187816663636158,0.9808185050208091,0.01137206528054974,0.9539272773885363,0.8059056669998423,0.9651902562836995,1.0,0.02054706760196993,0.020196011992644664,0.013076197740461218,0.0016286682033046086,0.004827521553119003,0.021528763353345998,-0.0001809866807137833,-0.17170270196982843,-0.07022755801960932,-0.0027125831373646667,-0.0031287329367260465,-0.04553506808946311,-0.08484164979860359,-0.08353077117018784,-0.0023438662686740288,-0.0001809866807137833,-0.0014547172783962866,-0.09484582405176488,-0.05492177821759544,-0.05901142839717243,0.7885357013738937,-0.005014660672301611,-0.06213918739855406,-0.13407307621080697,-0.37905337214100543,-0.019538739839820983,-0.07234721604781891,-0.7550118761982247,0.7856503590035533,0.518786059868649,0.6913295511619056,0.785980902516808,0.9674140064857264,0.5020070832437249,0.9805092121406571,0.9291770798541629
Fwd IAT Min,0.014898881617827106,-0.0039425169288852995,-0.024948511732851144,-0.009704661468397319,-0.18463964730754018,-0.0702220361805249,-0.08624560284949856,-0.146194421822379,-0.17012828620366138,-0.07943790247745117,-0.11292232913751832,-0.03532840751540315,-0.004397971899924148,0.09720965645275888,0.04374399338121028,0.019630628257804515,0.05889475037034887,0.01515055860098084,0.25402241760625666,-0.0015003115004129889,0.02054706760196993,1.0,0.1682617782555521,0.3056843971706315,-0.0013280122920532283,0.1092780878743656,0.9437889925693143,-0.00026925132031270694,0.07117264785238409,-0.03872565970751516,-0.00405124909925353,-0.0047409450979445465,-0.07121346043640799,-0.12766790574159378,-0.1278215856446116,-0.005544508058474627,-0.00026925132031270694,-0.002255181703952813,-0.14230835511419787,-0.08624560284949856,-0.07943790247745117,-0.003942516928885298,-0.009704661468397319,-0.024948511732851144,-0.18463964730754012,0.0032184782482614052,-0.03505156105149261,-0.11702390008452761,0.49227397851977417,-0.0018717106390855707,-0.0012825650106332639,-0.0016799260375580393,-0.0018541433445459232,-0.0021773714285653755,-0.000476044797895323,-0.0021071001667257784,-0.002203647388355678
Bwd IAT Total,0.09923827045759101,0.006480682569635048,0.004647353862034395,0.0029903507841716028,-0.027996614058494906,-0.00659266021791416,-0.011844466049477285,-0.022144883331415025,-0.02547112270843123,-0.020040803366110027,-0.022700722627493165,-0.011867569538097924,-0.002121669587105092,0.3576886549667483,0.2691914490558412,0.16615991135858904,0.006250496266979704,0.039059000921378054,0.17512138037288835,0.03505381876827583,0.020196011992644664,0.1682617782555521,1.0,0.9087891753337517,0.8202314018317112,0.8482533509448035,0.16842019900326086,-0.00022571756063522868,0.05131280548200886,0.008039749982762221,-0.0021194123685700375,-0.002121927350315623,-0.007534717381885834,-0.020022057572719746,-0.01860130274890924,0.0034080072756043343,-0.00022571756063522868,-0.0018515593436394487,-0.0232020641078345,-0.011844466049477285,-0.020040803366110027,0.006480682569635051,0.0029903507841716028,0.004647353862034395,-0.02799661405849491,0.06816542423628964,0.00030107926149995195,-0.01324464661856998,0.11357426449308314,0.2786255208105762,0.1759343109905084,0.29348389287666654,0.319663576608795,0.17387509177681598,-0.00023902609370795935,0.16217209454385836,0.18276526509602867
